Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,Market Cap
544162,Bharti Hexacom Limited,BHARTIHEXA,Bharti Hexacom Ltd,Active,B,5,INE343G01021,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,754208551528
543278,Kalyan Jewellers India Limited,KALYANKJIL,Kalyan Jewellers India Ltd,Active,A,10,INE303R01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",745320885000
539523,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A,2,INE540L01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,735803010000
523457,Linde India Limited,LINDEINDIA,Linde India Limited,Active,A,10,INE473A01011,Industrial Gases,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,714801170390
543066,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICARD,SBI Cards and Payment Services Ltd,Active,A,10,INE018E01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),702606724423
542830,Indian Railway Catering & Tourism Corporation Ltd,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,Active,A,2,INE335Y01020,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",704477913484
532814,Indian Bank,INDIANB,INDIAN BANK,Active,A,10,INE562A01011,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,696918689084
533273,OBEROI REALTY LIMITED,OBEROIRLTY,OBEROI REALTY LTD.,Active,A,10,INE093I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",702297800000
523642,PI Industries Limited,PIIND,PI Industries Ltd,Active,A,1,INE603J01030,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,691756104000
500493,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,Active,A,2,INE465A01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,686044802100
503806,SRF Ltd.,SRF,SRF LTD.,Active,A,10,INE647A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,689395200000
540755,General Insurance Corporation of India,GICRE,General Insurance Corporation of India,Active,A,5,INE481Y01014,General Insurance,Equity,Financial Services,Financial Services,Insurance,General Insurance,679392343386
526371,NMDC Ltd,NMDC,NMDC LTD.,Active,A,1,INE584A01023,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,678456782454
543994,JSW Infrastructure Limited,JSWINFRA,JSW Infrastructure Ltd,Active,B,2,INE880J01026,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services,660496666188
509930,Supreme Industries Ltd.,SUPREMEIND,SUPREME INDUSTRIES LTD.,Active,A,2,INE195A01028,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,642800400000
543187,HITACHI ENERGY INDIA LIMITED,POWERINDIA,Hitachi Energy India Ltd,Active,A,2,INE07Y701011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,658920142658
532648,Yes Bank Ltd.,YESBANK,YES BANK LTD.,Active,A,2,INE528G01035,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,660789564880
500477,Ashok Leyland Ltd.,ASHOKLEY,ASHOK LEYLAND LTD.,Active,A,1,INE208A01029,Commercial Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,655843273963
509480,Berger Paints India Ltd,BERGEPAINT,BERGER PAINTS INDIA LTD.,Active,A,1,INE463A01038,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,649348372000
532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A,10,INE669E01016,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,627998409470
505790,Schaeffler India Limited,SCHAEFFLER,Schaeffler India Ltd,Active,A,2,INE513A01022,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,624425276062
500368,Patanjali Foods Limited,PATANJALI,Patanjali Foods Ltd,Active,A,2,INE619A01035,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,643370829900
500488,Abbott India Ltd.,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A,10,INE358A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,620682600000
500575,Voltas Ltd.,VOLTAS,VOLTAS LTD.,Active,A,1,INE226A01021,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,617199300000
532508,Jindal Stainless Limited,JSL,JINDAL STAINLESS LTD.,Active,A,2,INE220G01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,610843946921
532892,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,A,1,INE338I01027,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,615277172989
590024,Fertilizers and Chemicals Travancore Limited,FACT,FERTILIZERS & CHEMICALS TRAVANCORE LTD.,Active,B,10,INE188A01015,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,582821191669
544026,Indian Renewable Energy Development Agency Limited,IREDA,Indian Renewable Energy Development Agency Ltd,Active,B,10,INE202E01016,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,580854586600
500411,Thermax Ltd.,THERMAX,THERMAX LTD.,Active,A,2,INE152A01029,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,585539500000
503100,The Phoenix Mills Ltd.,PHOENIXLTD,The Phoenix Mills Ltd,Active,A,2,INE211B01039,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",574865795082
502355,Balkrishna Industries Ltd.,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A,2,INE787D01026,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,579951600000
526299,Mphasis Limited,MPHASIS,MPHASIS LTD.,Active,A,10,INE356A01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,585618900000
532539,UNO Minda Limited,UNOMINDA,UNO Minda Ltd-$,Active,A,2,INE405E01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,548470000000
540691,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Active,A,10,INE674K01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,578891732250
500290,M.R.F. Ltd.,MRF,MRF LTD.,Active,A,10,INE883A01011,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,548993300000
540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A,2,INE010V01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,544016270851
532505,UCO Bank,UCOBANK,UCO BANK,Active,A,10,INE691A01018,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,545910108247
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A,10,INE179A01014,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,519371680000
500113,Steel Authority of India Ltd.,SAIL,STEEL AUTHORITY OF INDIA LTD.,Active,A,10,INE114A01011,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,533168174563
531344,Container Corporation Of India Ltd.,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A,5,INE111A01025,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,532523218200
500483,Tata Communications Limited,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A,10,INE151A01013,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,533805000000
543384,FSN E-Commerce Ventures Limited,NYKAA,FSN E-Commerce Ventures Ltd,Active,A,1,INE388Y01029,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,526946234304
539437,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFC First Bank Ltd,Active,A,10,INE092T01019,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,523844692713
532522,PETRONET LNG LTD.,PETRONET,PETRONET LNG LTD.,Active,A,10,INE347G01014,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,524175000000
590071,SUNDARAM FINANCE LTD,SUNDARMFIN,SUNDARAM FINANCE LTD.,Active,B,10,INE660A01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),561643300000
512455,Lloyds Metals and Energy Limited,LLOYDSME,LLOYDS METALS AND ENERGY LTD.,Active,A,1,INE281B01032,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,521117543200
532478,United Breweries Ltd.,UBL,UNITED BREWERIES LTD.-$,Active,A,1,INE686F01025,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,522200072500
532827,Page Industries Ltd.,PAGEIND,PAGE INDUSTRIES LTD.,Active,A,10,INE761H01022,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,508058778500
542812,Gujarat Fluorochemicals Limited,FLUOROCHEM,Gujarat Fluorochemicals Ltd,Active,A,1,INE09N301011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,512393597719
532885,Central Bank of India,CENTRALBK,CENTRAL BANK OF INDIA,Active,A,10,INE483A01010,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,512435818573
540611,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Active,A,10,INE949L01017,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank,508319300000
532830,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A,1,INE006I01046,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,502789200000
544238,Premier Energies Limited,PREMIERENE,Premier Energies Ltd,Active,B,1,INE0BS701011,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,493780066500
532296,Glenmark Pharmaceuticals ltd,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Active,A,1,INE935A01035,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,490570000000
542651,KPIT Technologies Ltd,KPITTECH,KPIT Technologies Ltd,Active,A,10,INE04I401011,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,484070592600
532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A,10,INE591G01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,446759347580
506395,Coromandel International Limited,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,Active,A,1,INE169A01031,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,477465000000
500469,Federal Bank Ltd.,FEDERALBNK,FEDERAL BANK LTD.,Active,A,2,INE171A01029,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,478517537836
532149,Bank of India,BANKINDIA,BANK OF INDIA,Active,A,10,INE084A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,477028444290
522275,GE T&D India Limited,GET&D,GE T&D India Ltd,Active,T,2,INE200A01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,468027403601
533206,SJVN LIMITED,SJVN,SJVN Ltd,Active,A,10,INE002L01015,Power Generation,Equity,Utilities,Power,Power,Power Generation,480024465246
532843,Fortis Healthcare Ltd,FORTIS,FORTIS HEALTHCARE LTD.,Active,A,10,INE061F01013,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,461543616003
500408,Tata Elxsi Ltd,TATAELXSI,TATA ELXSI LTD.,Active,A,10,INE670A01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,456489546370
543396,One 97 Communications Limited,PAYTM,One 97 Communications Ltd,Active,A,1,INE982J01020,Financial Technology (Fintech),Equity,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),461466712785
517174,Honeywell Automation India Ltd.,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,Active,A,10,INE671A01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,454896358350
540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A,10,INE298J01013,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company,444525985800
500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A,10,INE159A01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,450501500000
533758,APL Apollo Tubes Limited,APLAPOLLO,APL APOLLO TUBES LTD.,Active,A,2,INE702C01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,435630194098
540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A,10,INE031A01017,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,430649176233
544028,Tata Technologies Limited,TATATECH,Tata Technologies Ltd,Active,B,2,INE142M01025,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,429826165748
500410,ACC Ltd,ACC,ACC LTD.,Active,A,10,INE012A01025,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,429091818855
543458,Adani Wilmar Limited,AWL,Adani Wilmar Ltd,Active,A,1,INE699H01024,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,427399656250
500086,Exide Industries Ltd.,EXIDEIND,EXIDE INDUSTRIES LTD.,Active,A,1,INE302A01020,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,421939950981
532234,National Aluminium Co. Ltd.,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A,5,INE139A01034,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,426231096000
500495,Escorts Kubota Limited,ESCORTS,Escorts Kubota Ltd,Active,A,10,INE042A01014,Tractors,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Tractors,419620300000
500067,Blue Star Ltd,BLUESTARCO,BLUE STAR LTD.,Active,A,2,INE472A01039,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,415866021524
541143,Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,Active,A,5,INE171Z01026,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,413702315690
512070,UPL Limited,UPL,UPL Limited,Active,A,2,INE628A01036,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,416774900000
540678,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Active,T,5,INE704P01025,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,411590021111
533519,L&T Finance Limited,LTF,L&T Finance Ltd,Active,A,10,INE498L01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,415645000000
524494,Ipca Laboratories Ltd.,IPCALAB,IPCA LABORATORIES LTD.,Active,A,1,INE571A01038,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,418573900000
532525,Bank of maharashtra,MAHABANK,BANK OF MAHARASHTRA,Active,A,10,INE457A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,416728398067
500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A,2,INE180A01020,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,412412066500
533155,Jubilant Foodworks Limited,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A,2,INE797F01020,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,410294079875
532259,Apar Industries Ltd,APARINDS,APAR INDUSTRIES LTD.,Active,A,10,INE372A01015,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,407244500000
532523,Biocon Ltd.,BIOCON,BIOCON LTD.,Active,A,5,INE376G01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,406886439357
532331,Ajanta Pharma Ltd.,AJANTPHARM,AJANTA PHARMA LTD.,Active,A,2,INE031B01049,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,398725674904
543300,Sona BLW Precision Forgings Limited,SONACOMS,Sona BLW Precision Forgings Ltd,Active,A,10,INE073K01018,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,397007626470
532683,AIA Engineering Ltd.,AIAENG,AIA ENGINEERING LTD.,Active,A,2,INE212H01026,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,388652503500
